TimeHorizon	96
QuadTherm	0.0035
LinearTherm	4.38357
ConstTherm	120.611
MinPower	47
MaxPower	101
InitUpDownTime	-3
MinUpTime	4
MinDownTime	3
StartUpCost	136.898
PZERO		0
DeltaRampUp	40.4
DeltaRampDown	31
BoundOn		56.4
BoundDown	47
Lambda
4.88825 4.89999 4.66991 5.6699 5.77442 6.01058 6.01812 5.78049 5.82559 5.49115 5.67403 5.94804 5.84677 4.93728 5.34084 5.80363 5.73046 5.6674 5.41647 5.83753 5.54103 5.41507 5.31295 5.31102 4.88825 4.89999 4.66991 5.6699 5.77442 6.01058 6.01812 5.78049 5.82559 5.49115 5.67403 5.94804 5.84677 4.93728 5.34084 5.80363 5.73046 5.6674 5.41647 5.83753 5.54103 5.41507 5.31295 5.31102 4.88825 4.89999 4.66991 5.6699 5.77442 6.01058 6.01812 5.78049 5.82559 5.49115 5.67403 5.94804 5.84677 4.93728 5.34084 5.80363 5.73046 5.6674 5.41647 5.83753 5.54103 5.41507 5.31295 5.31102 4.88825 4.89999 4.66991 5.6699 5.77442 6.01058 6.01812 5.78049 5.82559 5.49115 5.67403 5.94804 5.84677 4.93728 5.34084 5.80363 5.73046 5.6674 5.41647 5.83753 5.54103 5.41507 5.31295 5.31102 
Mu
0 0 0 0 0 0 0.053653 0.396882 1.32089 0 0.327847 2.19809 0.590936 0 0 0.649292 1.16125 0.642493 0 2.31483 0.711365 0.621703 0.630433 0.533844 0 0 0 0 0 0 0.053653 0.396882 1.32089 0 0.327847 2.19809 0.590936 0 0 0.649292 1.16125 0.642493 0 2.31483 0.711365 0.621703 0.630433 0.533844 0 0 0 0 0 0 0.053653 0.396882 1.32089 0 0.327847 2.19809 0.590936 0 0 0.649292 1.16125 0.642493 0 2.31483 0.711365 0.621703 0.630433 0.533844 0 0 0 0 0 0 0.053653 0.396882 1.32089 0 0.327847 2.19809 0.590936 0 0 0.649292 1.16125 0.642493 0 2.31483 0.711365 0.621703 0.630433 0.533844 
