TimeHorizon	96
QuadTherm	0.010015
LinearTherm	4.83931
ConstTherm	129.21
MinPower	41
MaxPower	125
InitUpDownTime	-2
MinUpTime	3
MinDownTime	4
StartUpCost	192.514
PZERO		0
DeltaRampUp	50
DeltaRampDown	41.8
BoundOn		49.2
BoundDown	41
Lambda
4.88825 4.90042 4.67003 5.6699 5.77442 6.01074 5.98797 5.70163 5.72858 5.49541 5.70927 5.85491 5.88963 4.93537 5.33514 5.79561 5.75763 5.67191 5.42122 5.80558 5.53996 5.42919 5.32892 5.27185 4.88825 4.90042 4.67003 5.6699 5.77442 6.01074 5.98797 5.70163 5.72858 5.49541 5.70927 5.85491 5.88963 4.93537 5.33514 5.79561 5.75763 5.67191 5.42122 5.80558 5.53996 5.42919 5.32892 5.27185 4.88825 4.90042 4.67003 5.6699 5.77442 6.01074 5.98797 5.70163 5.72858 5.49541 5.70927 5.85491 5.88963 4.93537 5.33514 5.79561 5.75763 5.67191 5.42122 5.80558 5.53996 5.42919 5.32892 5.27185 4.88825 4.90042 4.67003 5.6699 5.77442 6.01074 5.98797 5.70163 5.72858 5.49541 5.70927 5.85491 5.88963 4.93537 5.33514 5.79561 5.75763 5.67191 5.42122 5.80558 5.53996 5.42919 5.32892 5.27185 
Mu
0 0 0 0 0 0 0.083808 0.475743 1.38786 0 0.245944 2.32835 0.553876 0 0 0.651055 1.70035 0.148156 0 2.27182 0.712233 0.608618 0.617096 0.581518 0 0 0 0 0 0 0.083808 0.475743 1.38786 0 0.245944 2.32835 0.553876 0 0 0.651055 1.70035 0.148156 0 2.27182 0.712233 0.608618 0.617096 0.581518 0 0 0 0 0 0 0.083808 0.475743 1.38786 0 0.245944 2.32835 0.553876 0 0 0.651055 1.70035 0.148156 0 2.27182 0.712233 0.608618 0.617096 0.581518 0 0 0 0 0 0 0.083808 0.475743 1.38786 0 0.245944 2.32835 0.553876 0 0 0.651055 1.70035 0.148156 0 2.27182 0.712233 0.608618 0.617096 0.581518 
