TimeHorizon	24
QuadTherm	0.009143
LinearTherm	4.2371
ConstTherm	144.486
MinPower	35
MaxPower	128
InitUpDownTime	2
MinUpTime	3
MinDownTime	3
StartUpCost	204.116
PZERO		50.1098
DeltaRampUp	51.2
DeltaRampDown	44.2
BoundOn		42
BoundDown	35
Lambda
4.88825 4.9008 4.67769 5.66958 5.77464 6.01482 6.03296 5.94023 6.13586 5.58277 5.74209 6.55003 5.96152 4.93605 5.35093 5.72158 5.63275 5.60987 5.39758 6.1065 5.57683 5.37794 5.54581 5.576 
Mu
0 0 0 0 0 0 0.038821 0.237141 0.914968 0 0.461688 1.45249 0.441342 0 0 0.844656 1.15308 0.936715 0 1.84003 0.757494 0.682965 0.410077 0.329549 
