TimeHorizon	96
QuadTherm	0.009096
LinearTherm	4.59278
ConstTherm	120.599
MinPower	44
MaxPower	119
InitUpDownTime	-5
MinUpTime	4
MinDownTime	4
StartUpCost	183.692
PZERO		0
DeltaRampUp	47.6
DeltaRampDown	38.8
BoundOn		52.8
BoundDown	44
Lambda
4.88825 4.86286 4.88473 5.68022 5.75914 5.90046 6.02161 6.07195 6.13673 6.10651 6.15063 6.23555 6.17955 5.86693 6.04259 6.18125 6.22518 6.19837 6.07338 6.30064 6.11453 5.94663 5.81097 5.7058 4.88825 4.86286 4.88473 5.68022 5.75914 5.90046 6.02161 6.07195 6.13673 6.10651 6.15063 6.23555 6.17955 5.86693 6.04259 6.18125 6.22518 6.19837 6.07338 6.30064 6.11453 5.94663 5.81097 5.7058 4.88825 4.86286 4.88473 5.68022 5.75914 5.90046 6.02161 6.07195 6.13673 6.10651 6.15063 6.23555 6.17955 5.86693 6.04259 6.18125 6.22518 6.19837 6.07338 6.30064 6.11453 5.94663 5.81097 5.7058 4.88825 4.86286 4.88473 5.68022 5.75914 5.90046 6.02161 6.07195 6.13673 6.10651 6.15063 6.23555 6.17955 5.86693 6.04259 6.18125 6.22518 6.19837 6.07338 6.30064 6.11453 5.94663 5.81097 5.7058 
Mu
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
