TimeHorizon	96
QuadTherm	0.01021
LinearTherm	4.57123
ConstTherm	126.313
MinPower	41
MaxPower	108
InitUpDownTime	4
MinUpTime	3
MinDownTime	3
StartUpCost	153.702
PZERO		93.2557
DeltaRampUp	43.2
DeltaRampDown	35
BoundOn		49.2
BoundDown	41
Lambda
4.88825 4.86286 4.88473 5.68022 5.75914 5.90046 6.02161 6.07195 6.13673 6.10651 6.15063 6.23555 6.17955 5.86693 6.04259 6.18125 6.22518 6.19837 6.07338 6.30064 6.11453 5.94663 5.81097 5.7058 4.88825 4.86286 4.88473 5.68022 5.75914 5.90046 6.02161 6.07195 6.13673 6.10651 6.15063 6.23555 6.17955 5.86693 6.04259 6.18125 6.22518 6.19837 6.07338 6.30064 6.11453 5.94663 5.81097 5.7058 4.88825 4.86286 4.88473 5.68022 5.75914 5.90046 6.02161 6.07195 6.13673 6.10651 6.15063 6.23555 6.17955 5.86693 6.04259 6.18125 6.22518 6.19837 6.07338 6.30064 6.11453 5.94663 5.81097 5.7058 4.88825 4.86286 4.88473 5.68022 5.75914 5.90046 6.02161 6.07195 6.13673 6.10651 6.15063 6.23555 6.17955 5.86693 6.04259 6.18125 6.22518 6.19837 6.07338 6.30064 6.11453 5.94663 5.81097 5.7058 
Mu
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
